,pickup_loc,dropoff_loc,x_ij
8692,dr5ru63,dr5rth9,0.006748479758797014
8693,dr5ru4p,dr5rug0,0.10511251319005437
8694,dr5ru63,dr5rzjw,2.7216316767696127e-05
8695,dr5ru4x,dr72m6u,0.032669596599444926
8696,dr5ru4q,dr5rvh3,0.04924649355440554
8697,dr5ru4q,dr5ru2d,0.8749409497549943
8698,dr5ru4w,dr72m0x,0.03643886542084018
8699,dr5ru60,dr5rsje,0.6262497866458095
8700,dr5ru4q,dr72hcg,0.0018520962988639246
8701,dr5ru68,dr5x1pc,0.0006395112261872131
8702,dr5ru4q,dr5rgfy,0.9782963742477382
8703,dr5ru60,dr5rjn4,0.00042344361215260955
8704,dr5ru62,dr5rk6u,7.1982410173599526e-06
8705,dr5ru4q,dr5rsmq,0.028725236712078724
8706,dr5ru4r,dr5ru7v,0.7699844995381696
8707,dr5ru62,dr5rud2,0.9313019504012289
8708,dr5ru4r,dr5rue6,0.41338242108267
8709,dr5ru69,dr5rspr,0.9261110849724734
8710,dr5ru62,dr5rsn4,0.8011378331303075
8711,dr5ru60,dr5rsk3,0.13372089653063093
8712,dr5ru63,dr5rvne,0.1104540947572373
8713,dr5ru4q,dr5ru33,0.9469326779837621
8714,dr5ru61,dr5ru0m,0.9968141122704747
8715,dr5ru4x,dr5rsje,0.10087862273005653
8716,dr5ru61,dr5ruv0,0.25498070870849243
8717,dr5ru63,dr5rum7,0.382448924061555
8718,dr5ru68,dr5rujt,0.7328978179205206
8719,dr5ru4r,dr5ru48,0.9950125635988872
8720,dr5ru60,dr5rswe,0.1525163168612938
8721,dr5ru69,dr5rvj0,0.4140561866354459
8722,dr5ru60,dr5ru4k,0.9256468441803376
8723,dr5ru4r,dr5ru89,0.46395154394699073
8724,dr5ru4w,dr5ru6b,0.9348618818849449
8725,dr5ru62,dr5ru00,0.9927146901718007
8726,dr5ru69,dr5ruk1,0.9175718529396861
8727,dr5ru63,dr5rtkw,0.07412406519066314
8728,dr5ru4r,dr5rsjw,0.01006741042377391
8729,dr5ru4r,dr5regj,6.4591911356308494e-06
8730,dr5ru62,dr5rjpj,0.00021926724149545643
8731,dr5ru4x,dr72qvc,0.0002996786801150157
8732,dr5ru4r,dr5rsjh,6.160112466619629e-07
8733,dr5ru60,dr72h8p,0.11363203936441206
8734,dr5ru4q,dr5rmwc,1.3336401099911108e-05
8735,dr5ru4p,dr5x8q4,0.0026646881509191623
8736,dr5ru62,dr5rggx,0.9270116752463368
8737,dr5ru4x,dr5rtc7,0.004070137715896127
8738,dr5ru4q,dr72jkf,0.029312230751356316
8739,dr5ru62,dr5rm2x,0.006009815197046156
8740,dr5ru63,dr72m6d,0.005091896601901121
8741,dr5ru4q,dr5ry90,0.0038724034406710283
8742,dr5ru4q,dr5ru4y,0.1807741849177627
8743,dr5ru61,dr5ruw9,0.75722034035404
8744,dr5ru4x,dr5rsjx,0.09561117331973695
8745,dr5ru63,dr5rsmz,0.4640771525487718
8746,dr5ru4p,dr5ru35,0.9841911464756871
8747,dr5ru61,dr5rsw1,0.5795273284321197
8748,dr5ru63,dr5rv4q,0.0013140408930843394
8749,dr5ru4r,dr5ruxs,0.9229651339114799
8750,dr5ru4r,dr5ruyq,0.052291049494842215
8751,dr5ru61,dr5ru6y,0.9677045353015495
8752,dr5ru4q,dr5rsp2,0.966990106744893
8753,dr5ru4r,dr5ruzk,0.20769283975840663
8754,dr5ru4q,dr72hft,0.06008665017400762
8755,dr5ru62,dr5rkrg,0.007270258129693491
8756,dr5ru4q,dr5regr,0.029312230751356316
8757,dr5ru63,dr5rk39,5.399673515282194e-06
8758,dr5ru62,dr5rkt8,0.0009110511944006454
8759,dr5ru4p,dr5ref0,0.046678582884555245
8760,dr5ru4x,dr5rmp8,0.004844764997639803
8761,dr5ru4x,dr72j1u,0.002093825115658988
8762,dr5ru68,dr5ru0y,0.8175744761936437
8763,dr5ru4w,dr5ru84,0.017986209962091555
8764,dr5ru4x,dr5rsgg,0.005531955110618187
8765,dr5ru68,dr5rec8,0.04175303741758194
8766,dr5ru4q,dr72j17,0.04415034055836466
8767,dr5ru4x,dr5rsmc,0.23745802834390262
8768,dr5ru63,dr72huf,0.029312230751356316
8769,dr5ru61,dr72hu5,0.7310585786300049
8770,dr5ru4x,dr5rk6j,5.043474082014517e-07
8771,dr5ru4q,dr5rkuq,3.3982678079468468e-09
8772,dr5ru69,dr5rsx7,0.6988161191146032
8773,dr5ru4x,dr72hf8,0.17463537925951222
8774,dr5ru61,dr5ruvs,0.24416110090520313
8775,dr5ru62,dr5rt8t,2.6702565511544134e-06
8776,dr5ru62,dr5rtm3,0.029312230751356316
8777,dr5ru68,dr5rsq4,0.6607563687658172
8778,dr5ru69,dr5rsgt,0.017986209962091555
8779,dr5ru4n,dr5ru44,0.9975273768433652
8780,dr5ru4r,dr5rvpx,0.04043956481800325
8781,dr5ru63,dr5rs51,0.004070137715896127
8782,dr5ru62,dr72q7j,0.0015011822567369915
8783,dr5ru69,dr72m2b,0.01098694263059318
8784,dr5ru4p,dr5rk74,0.04742587317756679
8785,dr5ru61,dr5rxub,5.7327851018519735e-05
8786,dr5ru4x,dr5rk7b,0.016436678846292803
8787,dr5ru69,dr5rsjc,0.9009953549417533
8788,dr5ru4q,dr5rmt5,8.363153158959922e-06
8789,dr5ru4r,dr5rthj,0.00018103001475522882
8790,dr5ru4w,dr5rug8,0.10154191982848362
8791,dr5ru60,dr5rj76,2.7894680920908113e-10
8792,dr5ru69,dr5rsr4,0.8405733129219832
8793,dr5ru4n,dr5rvpy,0.48958484011263526
8794,dr5ru4r,dr5rsqw,0.2314752165009825
8795,dr5ru61,dr5rvp3,0.18242552380635632
8796,dr5ru4x,dr5rv6k,0.029312230751356316
8797,dr5ru4n,dr5ru7b,0.9847014934944238
8798,dr5ru61,dr5rnqx,0.0005527786369235996
8799,dr5ru4r,dr5rskv,0.026813593427814003
8800,dr5ru4x,dr72hf1,0.8524775700906626
8801,dr5ru60,dr72q4j,0.07585818002124356
8802,dr5ru4w,dr5ruse,0.2689414213699951
8803,dr5ru4p,dr5ruhv,0.1955121507243082
8804,dr5ru60,dr5rkqt,0.5291336290720466
8805,dr5ru4q,dr72m3r,4.4647541434949644e-05
8806,dr5ru62,dr72wjz,0.02083634451868043
8807,dr5ru4x,dr72rx4,0.002256532921001465
8808,dr5ru4p,dr5reyw,0.9448863202036691
8809,dr5ru4x,dr5rkyx,0.017986209962091555
8810,dr5ru4q,dr5rv0v,0.11920292202211755
8811,dr5ru4q,dr5rsh5,0.18242552380635632
8812,dr5ru63,dr5rhxm,0.00033535013046647816
8813,dr5ru4x,dr72en6,0.0002034269780552065
8814,dr5ru4n,dr5rspg,0.9881430896656672
8815,dr5ru63,dr5rkdc,2.2603242979035742e-06
8816,dr5ru69,dr5rkty,2.3823690999334297e-07
8817,dr5ru68,dr72jmn,0.08975200914554247
8818,dr5ru4x,dr5rz20,0.00013751133780958707
8819,dr5ru4x,dr5rs98,0.0010495608447953152
8820,dr5ru4p,dr5rufc,0.058003401951163006
8821,dr5ru68,dr5rurx,0.23745802834390262
8822,dr5ru4x,dr72ms4,0.005531955110618187
8823,dr5ru4r,dr5qvpt,4.436796021509489e-09
8824,dr5ru4n,dr5r57q,0.0005859636493953528
8825,dr5ru63,dr5rhzb,9.344251890663558e-07
8826,dr5ru4r,dr72huu,0.3190082269041273
8827,dr5ru4p,dr5ryn6,0.00013982207564732912
8828,dr5ru4n,dr5refk,0.011881344182215474
8829,dr5ru60,dr5rsgy,0.0009110511944006454
8830,dr5ru4r,dr5x24e,6.224144622520382e-11
8831,dr5ru4q,dr5rqn9,3.7266392841865614e-06
8832,dr5ru63,dr5rvgx,0.009788923218586218
8833,dr5ru4r,dr5ryyj,1.670142184809518e-05
8834,dr5ru4x,dr5rv3f,0.2689414213699951
8835,dr5ru4r,dr72h95,0.0953494648991095
8836,dr5ru4n,dr5rvyx,0.022422777365062686
8837,dr5ru4p,dr5rmm2,3.625126604394938e-05
8838,dr5ru4x,dr5rtj2,0.0006807280801096975
8839,dr5ru4x,dr724mm,0.26730614675826214
8840,dr5ru4r,dr5x2c2,5.60279640614594e-09
8841,dr5ru4x,dr5rkw6,0.0002034269780552065
8842,dr5ru4r,dr5ruv7,0.0434523085442544
8843,dr5ru61,dr5rux3,0.6970592839654072
8844,dr5ru63,dr5ru2f,0.9925010874048841
8845,dr5ru4x,dr5ruzw,0.05030720763396013
8846,dr5ru4w,dr5rezy,0.9898408225600124
8847,dr5ru63,dr5rsqd,0.8719296090441271
8848,dr5ru4x,dr5rsx1,0.6170917288084321
8849,dr5ru4x,dr5rtb1,1.0241293808964488e-06
8850,dr5ru4x,dr72j5f,0.10261337369981785
8851,dr5ru4q,dr5ru3q,0.8571314931872754
8852,dr5ru4q,dr5rsrk,0.6040930466859447
8853,dr5ru60,dr5rvr7,0.014375107584378143
8854,dr5ru4q,dr5rump,0.8801706982262242
8855,dr5ru63,dr5rugb,0.3735293687295002
8856,dr5ru62,dr5rusr,0.21736345233554796
8857,dr5ru4w,dr5rukw,0.9460220616724034
8858,dr5ru4r,dr5refm,0.009690688522334718
8859,dr5ru62,dr5rsjq,0.7586903611527152
8860,dr5ru4q,dr5ruxk,0.6403590994909333
8861,dr5ru63,dr5rvv0,0.039957288953754486
8862,dr5ru69,dr72j0w,0.7075124931386417
8863,dr5ru4q,dr5r5m9,0.00013982207564732912
8864,dr5ru63,dr72m20,0.10278402491725179
8865,dr5ru4x,dr5rezp,0.9175866818720873
8866,dr5ru4r,dr72jpq,0.1544652650835348
8867,dr5ru69,dr5rsre,0.9504600476884207
8868,dr5ru4q,dr72wmk,0.0274737338991754
8869,dr5ru4n,dr5rsng,0.7525948948809734
8870,dr5ru4p,dr5rsjv,0.6878313305828404
8871,dr5ru60,dr5rvnn,0.057669509442169406
8872,dr5ru4x,dr72jmv,0.00015909764199443819
8873,dr5ru60,dr72h2p,0.13351417533430046
8874,dr5ru4q,dr72mt4,0.012953727530695859
8875,dr5ru4x,dr72hu7,0.10559586979350427
8876,dr5ru4q,dr72q72,0.03916572279676439
8877,dr5ru4r,dr72wnn,0.018282965534304228
8878,dr5ru4q,dr5rrtd,0.0022378485212763335
8879,dr5ru4n,dr72mg6,0.0019754138317109133
8880,dr5ru4q,dr72m0n,0.05364456338341333
8881,dr5ru63,dr5r567,0.0008812097033923737
8882,dr5ru4x,dr5rhuf,0.0019754138317109133
8883,dr5ru4q,dr5reyg,0.710092499315864
8884,dr5ru4q,dr5rwq8,0.3429895373265011
8885,dr5ru4q,dr5rz24,0.0003243596115230522
8886,dr5ru4q,dr5rgbm,0.9548852077918365
8887,dr5ru62,dr5rs7f,0.07733164074594188
8888,dr5ru63,dr5ru9v,0.7965939494568276
8889,dr5ru69,dr5rumd,0.9063819929733168
8890,dr5ru61,dr5ru28,0.9899760977513207
8891,dr5ru4q,dr5rm9q,0.0012293986212774215
8892,dr5ru4r,dr5rus1,0.6927405340965319
8893,dr5ru4q,dr72j21,0.004504889169734066
8894,dr5ru4r,dr5rvq2,0.024964964067633266
8895,dr5ru4q,dr5ruzp,0.050838593843646925
8896,dr5ru4q,dr5rusz,0.4762489491812967
8897,dr5ru4n,dr5ru8u,0.7155754540162949
8898,dr5ru62,dr5rus2,0.8703847692739861
8899,dr5ru68,dr5ru96,0.9809850803174912
8900,dr5ru4x,dr5ru1b,0.9889464538005153
8901,dr5ru63,dr5rs5w,0.042651252130942875
8902,dr5ru4x,dr5ruq2,0.966230557541659
8903,dr5ru63,dr5ru42,0.9766698397960583
8904,dr5ru60,dr5ru68,0.9704497284029066
8905,dr5ru68,dr5rue4,0.9182980727110766
8906,dr5ru4r,dr5ru3q,0.33711207849592323
8907,dr5ru62,dr780dr,9.919719406383102e-14
8908,dr5ru60,dr72h9y,0.0056360676777278025
8909,dr5ru69,dr5ru42,0.9740426428022031
8910,dr5ru4q,dr5reg7,0.07265074107181342
8911,dr5ru62,dr5rum3,0.9225195794274315
8912,dr5ru61,dr5ru0z,0.99099732853791
8913,dr5ru4p,dr5rsrf,0.5241478655622194
8914,dr5ru60,dr5rsq1,0.5939735939356652
8915,dr5ru4x,dr5rsjt,0.031018351296984912
8916,dr5ru62,dr5rtne,0.0018870845619747792
8917,dr5ru69,dr72j7g,0.04462162373492086
8918,dr5ru61,dr5rthb,3.1445811841928745e-08
8919,dr5ru63,dr5rgbu,0.9719641080523529
8920,dr5ru63,dr5rs1y,0.02543578594176803
8921,dr5ru4x,dr5ryp6,0.41540468069857855
8922,dr5ru62,dr5regn,0.3266593829676409
8923,dr5ru69,dr5rvpz,0.05410980348435151
8924,dr5ru63,dr5rkpt,0.007218886283540108
8925,dr5ru4x,dr5x9kn,7.157028889279614e-07
8926,dr5ru63,dr5rvd3,0.00010019086619379805
8927,dr5ru4q,dr72mum,4.6495449575590034e-11
8928,dr5ru4r,dr5ryfs,0.0014520391100099124
8929,dr5ru4x,dr72m05,0.5332840382511314
8930,dr5ru4q,dr5rs0h,4.577774758683424e-05
8931,dr5ru4r,dr5rgcs,0.8072041019486956
8932,dr5ru4r,dr5rkx6,0.08975200914554247
8933,dr5ru4q,dr5rwnn,0.17150476997540098
8934,dr5ru62,dr5ruvh,0.42497554300944806
8935,dr5ru4n,dr5ru6c,0.9796676466573413
8936,dr5ru4n,dr5rt7t,0.01098694263059318
8937,dr5ru60,dr72huv,0.0022316547543353043
8938,dr5ru68,dr5rvpm,0.06264633026755248
8939,dr5ru4q,dr72h85,0.0851801813133055
8940,dr5ru4n,dr5rsjk,0.8181950976230248
8941,dr5ru4r,dr5x0yu,6.857019523870284e-13
8942,dr5ru4n,dr5ru3g,0.9897988370592303
8943,dr5ru4x,dr72tbt,0.09826376903346358
8944,dr5ru62,dr72jhe,0.01098694263059318
8945,dr5ru4x,dr5rhub,3.059022269256247e-07
8946,dr5ru4w,dr5rs48,0.0009110511944006454
8947,dr5ru63,dr72j4j,0.0033906631481187667
8948,dr5ru68,dr5rgfk,0.9933071490757152
8949,dr5ru60,dr72jhb,0.22270013882530884
8950,dr5ru4w,dr72jy2,0.0002034269780552065
8951,dr5ru4r,dr5ref9,0.003730409057735311
8952,dr5ru4q,dr5ry3g,0.006692850924284856
8953,dr5ru68,dr5rss3,0.009163391053048022
8954,dr5ru4r,dr5reg6,5.043474082014517e-07
8955,dr5ru4x,dr5rtef,2.0611536181902033e-09
8956,dr5ru4q,dr5rswt,0.36104455977735916
8957,dr5ru63,dr5rssb,0.2722308784006332
8958,dr5ru63,dr5ruwu,0.8212735763411496
8959,dr5ru4q,dr72m6s,0.08066592498991901
8960,dr5ru69,dr72h81,0.447417368773404
8961,dr5ru4x,dr5rkcp,8.498863894684898e-09
8962,dr5ru63,dr72j6c,0.3190082269041273
8963,dr5ru4q,dr72j5c,0.006842216775661536
8964,dr5ru60,dr72j6z,1.4555894064937687e-05
8965,dr5ru63,dr72hf0,0.4378234991142019
8966,dr5ru62,dr5rsrm,0.6751709045014933
8967,dr5ru60,dr5rs3t,0.0017952155831016568
8968,dr5ru62,dr5ruf6,0.1058989622359179
8969,dr5ru4x,dr5rvy1,0.00033535013046647816
8970,dr5ru62,dr5rkjk,0.12684284620748765
8971,dr5ru62,dr5rkn9,0.0010495608447953152
8972,dr5ru4p,dr5rsqb,0.9399133498259925
8973,dr5ru4r,dr5reu5,0.4347492524329001
8974,dr5ru60,dr5rxmc,0.13489743381844807
8975,dr5ru4r,dr5rsju,0.01892187687479967
8976,dr5ru68,dr5ru47,0.9981050511127537
8977,dr5ru4p,dr5rumd,0.6923462247908803
8978,dr5ru61,dr5rypn,0.0005527786369235996
8979,dr5ru60,dr5ru8m,0.615909591543513
8980,dr5ru4q,dr5qvh0,3.3982678079468468e-09
8981,dr5ru62,dr5rtnb,0.18242552380635632
8982,dr5ru4x,dr5rxqs,6.825602910446288e-08
8983,dr5ru62,dr5rkdf,0.2155708437965437
8984,dr5ru4r,dr5rw6f,3.3488138513776e-13
8985,dr5ru4x,dr5rvbw,5.332598051295854e-06
8986,dr5ru63,dr5r5d6,1.237277117442757e-05
8987,dr5ru4x,dr5rxmn,1.685836953916541e-07
8988,dr5ru4x,dr5rk9s,0.0024726231566347748
8989,dr5ru63,dr5rkw9,0.006692850924284856
8990,dr5ru63,dr5rvyz,0.0015011822567369915
8991,dr5ru4q,dr5ry8g,0.017986209962091555
8992,dr5ru62,dr72j3m,0.048954683616343295
8993,dr5ru62,dr5rvyj,0.0007649001979202845
8994,dr5ru62,dr5x98n,0.00017220259711902574
8995,dr5ru4x,dr5rk7g,2.1805351450306048e-05
8996,dr5ru69,dr5rmhx,0.00034671292021302345
8997,dr5ru69,dr72jtc,0.17508626816403972
8998,dr5ru60,dr5rt6y,4.5397868702434395e-05
8999,dr5ru4q,dr5rv3c,0.05013184924658442
9000,dr5ru68,dr5reu2,0.8987428227534283
9001,dr5ru68,dr5rs7j,0.0015011822567369915
9002,dr5ru4x,dr72r7q,6.605214485464791e-05
9003,dr5ru62,dr5rtq3,2.7998452079915677e-05
9004,dr5ru63,dr72mfg,7.47653430339196e-11
9005,dr5ru63,dr72mw4,0.03793042053023749
9006,dr5ru60,dr5rvtn,0.20181322226037882
9007,dr5ru60,dr5wgur,8.428334310915335e-09
9008,dr5ru4x,dr5rtn9,0.005531955110618187
9009,dr5ru60,dr5rryt,6.288838496461576e-15
9010,dr5ru60,dr5xf1u,6.332408671662837e-08
9011,dr5ru62,dr5xbxh,9.218078528209647e-05
9012,dr5ru69,dr5rus9,0.788452899629965
9013,dr5ru62,dr5rmg9,2.131016653898799e-09
9014,dr5ru60,dr5rskz,0.6255875599432235
9015,dr5ru69,dr5rum1,0.9789070947488931
9016,dr5ru60,dr5rugk,0.7031827112198085
9017,dr5ru62,dr5ru90,0.9450734157576508
9018,dr5ru4q,dr5ru99,0.883860224333734
9019,dr5ru63,dr5rud6,0.9030977345283459
9020,dr5ru4q,dr5rueg,0.6934152397559751
9021,dr5ru63,dr5rm3v,0.0053073912270488145
9022,dr5ru63,dr5rum0,0.9437360052915843
9023,dr5ru4r,dr5rvhg,0.008001456596945178
9024,dr5ru4q,dr5ruhx,0.9684073180731907
9025,dr5ru4q,dr5ru13,0.9940327038601857
9026,dr5ru4x,dr5rgbs,0.6021150661528484
9027,dr5ru69,dr5rkt1,0.00027230013281109047
9028,dr5ru4q,dr5ruxy,0.19021540940043957
9029,dr5ru60,dr5rtnk,0.014179644861140673
9030,dr5ru69,dr5rgbu,0.6126187220843661
9031,dr5ru4p,dr5reer,0.4073334000459302
9032,dr5ru63,dr5revq,0.8573099834607527
9033,dr5ru62,dr5redz,0.11094843004738078
9034,dr5ru63,dr5rus9,0.9107268897465888
9035,dr5ru68,dr5rumh,0.8446620228200025
9036,dr5ru60,dr5rk7j,0.02616888803568253
9037,dr5ru4x,dr72jmq,0.055988079061821704
9038,dr5ru60,dr72j24,0.3401782450279426
9039,dr5ru4x,dr5rsp9,0.9519790092075864
9040,dr5ru4x,dr5reyn,0.46659026074701543
9041,dr5ru4q,dr5rumk,0.9135731072296682
9042,dr5ru60,dr5reun,0.7329657841619271
9043,dr5ru4q,dr5regb,0.3425425582385798
9044,dr5ru63,dr5resp,0.6241787683107349
9045,dr5ru4x,dr5rsn7,0.693528308197921
9046,dr5ru60,dr72h8h,0.4214883208314184
9047,dr5ru62,dr5x1pc,3.2686496377027696e-09
9048,dr5ru4q,dr5revw,0.6219696153738249
9049,dr5ru4r,dr5rvc4,0.007452933896931163
9050,dr5ru69,dr5rgbk,0.8541909834031305
9051,dr5ru69,dr5reg4,0.1358728970090943
9052,dr5ru62,dr72j38,0.05992996328589397
9053,dr5ru62,dr5rut0,0.4484275315186452
9054,dr5ru62,dr5ru8j,0.8969361855817038
9055,dr5ru62,dr5ru97,0.9171335625146035
9056,dr5ru63,dr5ruf0,0.6266338979820647
9057,dr5ru4q,dr5ru15,0.9856224324054703
9058,dr5ru4q,dr5ru88,0.6587688258643298
9059,dr5ru4x,dr5rvjw,0.7294169945020955
9060,dr5ru68,dr5rsj8,0.030521310962755198
9061,dr5ru60,dr5rsqr,0.6518089104805038
9062,dr5ru4n,dr5ruv6,0.0003438366404603834
9063,dr5ru4x,dr72jqq,0.050450260667917
9064,dr5ru4n,dr5ru26,0.9831542341120191
9065,dr5ru4r,dr5rusc,0.5079275763469754
9066,dr5ru4q,dr5rt4z,0.012847609444343143
9067,dr5ru4r,dr5rugc,0.06946919303598693
9068,dr5ru4q,dr5rvtu,6.326017546513327e-06
9069,dr5ru63,dr5ru0k,0.9929819161124396
9070,dr5ru4q,dr72h9f,0.48594120671291935
9071,dr5ru4w,dr5rumb,0.9821895683594746
9072,dr5ru4w,dr5ruhq,0.9925778253805733
9073,dr5ru4q,dr5rugw,0.2118011464664415
9074,dr5ru62,dr5rgbj,0.9036877948076346
9075,dr5ru4q,dr5ruqe,0.854796506280329
9076,dr5ru4r,dr72h2x,0.4968750406894683
9077,dr5ru4w,dr5rspn,0.00014821970416571513
9078,dr5ru4p,dr5rsh7,4.5397868702434395e-05
9079,dr5ru4x,dr72hdk,0.2627073067511231
9080,dr5ru4q,dr5rm0g,8.315280276641321e-07
9081,dr5ru60,dr5r574,0.0024726231566347748
9082,dr5ru69,dr5rs5s,0.009315959345066693
9083,dr5ru69,dr5refm,0.5886369212686432
9084,dr5ru68,dr72h94,0.5312093733737563
9085,dr5ru4q,dr5rv1h,0.0168457658879809
9086,dr5ru4r,dr5rsh9,0.052153563078417724
9087,dr5ru61,dr5rvpw,0.005503375898784297
9088,dr5ru62,dr5ru4m,0.9577439664099275
9089,dr5ru63,dr5ru0g,0.9962752917411036
9090,dr5ru68,dr5rs0q,0.02316519387862877
9091,dr5ru63,dr78240,0.0015011822567369915
9092,dr5ru61,dr5rk77,1.0261879630648829e-10
9093,dr5ru69,dr5rsw8,0.44844773914303343
9094,dr5ru62,dr72hg0,0.02117911045506769
9095,dr5ru4x,dr5rgfs,0.9874139463217528
9096,dr5ru63,dr5rs7e,0.1611089495765852
9097,dr5ru62,dr5rmp8,1.1898683865017757e-06
9098,dr5ru4x,dr72m3v,0.0009737970877056983
9099,dr5ru4n,dr72j02,0.0045243353295789475
9100,dr5ru69,dr5rsqv,0.901525057645576
9101,dr5ru61,dr5ru59,0.9626731126558705
9102,dr5ru69,dr5rth0,0.0011695102650555148
9103,dr5ru4n,dr5ruk0,0.9498019724050693
9104,dr5ru69,dr5ru5p,0.9968795933587772
9105,dr5ru60,dr5regt,0.3483297965278597
9106,dr5ru69,dr5xqd6,2.7894680920908113e-10
9107,dr5ru63,dr72jut,0.017986209962091555
9108,dr5ru4n,dr5ru4s,0.9977246270339472
9109,dr5ru4w,dr5rz7j,1.0129990980873921e-05
9110,dr5ru4q,dr5rxsm,0.024522564537248395
9111,dr5ru4r,dr5x0zt,1.1142491085617436e-08
9112,dr5ru4n,dr72je0,0.00030854528754147947
9113,dr5ru4r,dr5rs8p,1.670142184809518e-05
9114,dr5ru68,dr5rmkp,0.004070137715896127
9115,dr5ru62,dr5ry1q,0.18242552380635632
9116,dr5ru4r,dr72qcx,0.004070137715896127
9117,dr5ru60,dr5rjph,0.0024726231566347748
9118,dr5ru61,dr5ruvu,0.014834803470873589
9119,dr5ru69,dr5rshn,0.029312230751356316
9120,dr5ru60,dr72h8z,0.02492442664711405
9121,dr5ru4n,dr5ru8s,0.8476989835498224
9122,dr5ru4r,dr72w14,4.4647541434949644e-05
9123,dr5ru62,dr5ryp5,0.006161017060906463
9124,dr5ru4w,dr5x0yu,2.0218522709369808e-08
9125,dr5ru4q,dr5rth1,0.00012339457598623172
9126,dr5ru4q,dr5rks9,0.0005527786369235996
9127,dr5ru4n,dr72j0t,0.37754066879814546
9128,dr5ru63,dr5r53e,7.484622751061124e-05
9129,dr5ru63,dr5x0yk,5.60279640614594e-09
9130,dr5ru61,dr5rsws,0.9355352341624104
9131,dr5ru68,dr5ruy5,0.0011695102650555148
9132,dr5ru63,dr5rggq,0.9820137900379085
9133,dr5ru60,dr5ruzj,0.005220125693558397
9134,dr5ru4q,dr5rypx,0.07585818002124356
9135,dr5ru62,dr5rype,1.0129990980873921e-05
9136,dr5ru4n,dr5ru61,0.9933071490757152
9137,dr5ru4r,dr72q5e,4.5397868702434395e-05
9138,dr5ru62,dr5x2d0,1.176268804787187e-08
9139,dr5ru4q,dr5x8p4,0.00010980807588022017
9140,dr5ru4x,dr5rvm1,0.0003627998830754259
9141,dr5ru69,dr72h93,0.8175744761936437
9142,dr5ru63,dr5rktt,0.037326887344129464
9143,dr5ru4n,dr5rshd,0.9199499105521225
9144,dr5ru4x,dr72jmb,0.18242552380635632
9145,dr5ru68,dr5ruu7,0.339243631234183
9146,dr5ru4n,dr5ruu7,0.0015011822567369915
9147,dr5ru4n,dr5r8db,0.020667003422270833
9148,dr5ru4p,dr5reut,0.4542946124155941
9149,dr5ru4w,dr5rsne,0.28905049737499594
9150,dr5ru68,dr5reur,0.7729422593967384
9151,dr5ru61,dr5rveg,0.0031991473996757836
9152,dr5ru62,dr5rs29,0.0006159881420053732
9153,dr5ru4p,dr72jkr,0.19649706654660345
9154,dr5ru4w,dr5rkrp,0.03885332622207219
9155,dr5ru4q,dr5xf34,0.00018716489920474243
9156,dr5ru4x,dr5x870,0.0031464365190766123
9157,dr5ru4q,dr5rt76,0.004496273160941178
9158,dr5ru4r,dr5rvcy,0.009088037845746726
9159,dr5ru4q,dr5rmhu,2.2603242979035742e-06
9160,dr5ru60,dr5rt9f,1.0129990980873921e-05
9161,dr5ru4x,dr5rkmr,1.12535162055095e-07
9162,dr5ru69,dr5rejr,0.04742587317756679
9163,dr5ru4q,dr72jhj,0.0949906622733435
9164,dr5ru62,dr5rkz0,0.07585818002124356
9165,dr5ru4r,dr5rsgy,0.0007337071089813203
9166,dr5ru60,dr5z8ej,1.601083724766178e-08
9167,dr5ru4n,dr5reuk,0.009788923218586218
9168,dr5ru60,dr5r5mh,1.6744904055114527e-06
9169,dr5ru61,dr5rs24,0.0011695102650555148
9170,dr5ru4q,dr5rshe,0.0181339919332169
9171,dr5ru60,dr5rs1q,0.011832526132668754
9172,dr5ru63,dr5rme2,8.315280276641321e-07
9173,dr5ru4r,dr5xbgu,0.0024726231566347748
9174,dr5ru4r,dr5x9gn,7.610402220779871e-05
9175,dr5ru62,dr5rxsr,0.08128607961357297
9176,dr5ru63,dr5rzjx,1.1982500494746143e-05
9177,dr5ru4n,dr5rumx,0.9084368909758483
9178,dr5ru4q,dr72hg1,0.16478096191389172
9179,dr5ru4q,dr5rvq8,0.022060337365969313
9180,dr5ru63,dr5ruf8,0.41141229577562544
9181,dr5ru4q,dr5ruky,0.9416035627327519
9182,dr5ru4x,dr5rkrx,0.0018329389424928037
9183,dr5ru63,dr5ryh7,0.022791033291708857
9184,dr5ru63,dr5rsx9,0.9284689818171159
9185,dr5ru4q,dr5ru9n,0.6435180953603029
9186,dr5ru4q,dr5rumn,0.9172860201682473
9187,dr5ru68,dr5rs5f,0.00029350177289498683
9188,dr5ru60,dr5rgcq,0.9757078689139729
9189,dr5ru60,dr5ru0m,0.9955785302925488
9190,dr5ru63,dr5ruhn,0.9286589621313088
9191,dr5ru4r,dr5ruet,0.3083030888624915
9192,dr5ru62,dr5r53t,1.2067290052051455e-05
9193,dr5ru61,dr72j3d,0.00028388237181787765
9194,dr5ru60,dr5rsjn,0.47363558587079146
9195,dr5ru4w,dr5ruey,0.46516071426226463
9196,dr5ru4q,dr5rsrh,0.5079160051782152
9197,dr5ru61,dr5rvnm,0.09181547969036481
9198,dr5ru69,dr5ru9k,0.9644083849148108
9199,dr5ru4r,dr5ru2k,0.8128321037037538
9200,dr5ru4n,dr5rumq,0.9533677490794978
